survey,year,var_code,var_label,data_type,level,val_min,val_max,val_label,recode,val_length,val_na
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,4002,4002,Nutrition Sciences,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,4005,4005,Mathematics And Computer Science,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,4006,4006,Cognitive Science And Biopsychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,4007,4007,Interdisciplinary Social Sciences,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,4101,4101,Physical Fitness Parks Recreation And Leisure,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,4801,4801,Philosophy And Religious Studies,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,4901,4901,Theology And Religious Vocations,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5000,5000,Physical Sciences,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5001,5001,Astronomy And Astrophysics,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5002,5002,Atmospheric Sciences And Meteorology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5003,5003,Chemistry,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5004,5004,Geology And Earth Science,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5005,5005,Geosciences,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5006,5006,Oceanography,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5007,5007,Physics,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5008,5008,Materials Science,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5098,5098,Multi-Disciplinary Or General Science,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5102,5102,"Nuclear, Industrial Radiology, And Biological Technologies",TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5200,5200,Psychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5201,5201,Educational Psychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5202,5202,Clinical Psychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5203,5203,Counseling Psychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5205,5205,Industrial And Organizational Psychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5206,5206,Social Psychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5299,5299,Miscellaneous Psychology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5301,5301,Criminal Justice And Fire Protection,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5401,5401,Public Administration,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5402,5402,Public Policy,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5403,5403,Human Services And Community Organization,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5404,5404,Social Work,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5500,5500,General Social Sciences,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5501,5501,Economics,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5502,5502,Anthropology And Archeology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5503,5503,Criminology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5504,5504,Geography,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5505,5505,International Relations,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5506,5506,Political Science And Government,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5507,5507,Sociology,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5599,5599,Miscellaneous Social Sciences,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5601,5601,Construction Services,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5701,5701,"Electrical, Mechanical, And Precision Technologies And Production",TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,5901,5901,Transportation Sciences And Technologies,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6000,6000,Fine Arts,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6001,6001,Drama And Theater Arts,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6002,6002,Music,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6003,6003,Visual And Performing Arts,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6004,6004,Commercial Art And Graphic Design,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6005,6005,Film Video And Photographic Arts,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6006,6006,Art History And Criticism,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6007,6007,Studio Arts,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6099,6099,Miscellaneous Fine Arts,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6100,6100,General Medical And Health Services,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6102,6102,Communication Disorders Sciences And Services,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6103,6103,Health And Medical Administrative Services,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6104,6104,Medical Assisting Services,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6105,6105,Medical Technologies Technicians,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6106,6106,Health And Medical Preparatory Programs,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6107,6107,Nursing,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6108,6108,Pharmacy Pharmaceutical Sciences And Administration,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6109,6109,Treatment Therapy Professions,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6110,6110,Community And Public Health,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6199,6199,Miscellaneous Health Medical Professions,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6200,6200,General Business,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6201,6201,Accounting,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6202,6202,Actuarial Science,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6203,6203,Business Management And Administration,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6204,6204,Operations Logistics And E-Commerce,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6205,6205,Business Economics,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6206,6206,Marketing And Marketing Research,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6207,6207,Finance,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6209,6209,Human Resources And Personnel Management,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6210,6210,International Business,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6211,6211,Hospitality Management,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6212,6212,Management Information Systems And Statistics,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6299,6299,Miscellaneous Business and Medical Administration,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6402,6402,History,TRUE,4,0
acs5,2021,FOD2P,Recoded field of degree - second entry,chr,person,6403,6403,United States History,TRUE,4,0
acs5,2021,HICOV,Health insurance coverage recode,chr,person,1,1,With health insurance coverage,TRUE,1,NA
acs5,2021,HICOV,Health insurance coverage recode,chr,person,2,2,No health insurance coverage,TRUE,1,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,01,01,Not Spanish/Hispanic/Latino,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,02,02,Mexican,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,03,03,Puerto Rican,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,04,04,Cuban,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,05,05,Dominican,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,06,06,Costa Rican,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,07,07,Guatemalan,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,08,08,Honduran,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,09,09,Nicaraguan,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,10,10,Panamanian,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,11,11,Salvadoran,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,12,12,Other Central American,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,13,13,Argentinean,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,14,14,Bolivian,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,15,15,Chilean,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,16,16,Colombian,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,17,17,Ecuadorian,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,18,18,Paraguayan,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,19,19,Peruvian,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,20,20,Uruguayan,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,21,21,Venezuelan,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,22,22,Other South American,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,23,23,Spaniard,TRUE,2,NA
acs5,2021,HISP,Recoded detailed Hispanic origin,chr,person,24,24,All Other Spanish/Hispanic/Latino,TRUE,2,NA
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,bbbb,bbbb,N/A (less than 16 years old/NILF who last worked more than 5 years ago or never worked),TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0170,0170,AGR-Crop Production,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0180,0180,AGR-Animal Production And Aquaculture,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0190,0190,AGR-Forestry Except Logging,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0270,0270,AGR-Logging,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0280,0280,"AGR-Fishing, Hunting And Trapping",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0290,0290,AGR-Support Activities For Agriculture And Forestry,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0370,0370,EXT-Oil And Gas Extraction,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0380,0380,EXT-Coal Mining,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0390,0390,EXT-Metal Ore Mining,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0470,0470,EXT-Nonmetallic Mineral Mining And Quarrying,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0490,0490,EXT-Support Activities For Mining,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0570,0570,"UTL-Electric Power Generation, Transmission And Distribution",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0580,0580,UTL-Natural Gas Distribution,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0590,0590,"UTL-Electric And Gas, And Other Combinations",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0670,0670,"UTL-Water, Steam, Air-Conditioning, And Irrigation Systems",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0680,0680,UTL-Sewage Treatment Facilities,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0690,0690,UTL-Not Specified Utilities,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,0770,0770,CON-Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1070,1070,"MFG-Animal Food, Grain And Oilseed Milling",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1080,1080,MFG-Sugar And Confectionery Products,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1090,1090,MFG-Fruit And Vegetable Preserving And Specialty Food,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1170,1170,MFG-Dairy Product,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1180,1180,MFG-Animal Slaughtering And Processing,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1190,1190,MFG-Retail Bakeries,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1270,1270,"MFG-Bakeries And Tortilla, Except Retail Bakeries",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1280,1280,"MFG-Seafood And Other Miscellaneous Foods, N.E.C.",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1290,1290,MFG-Not Specified Food Industries,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1370,1370,MFG-Beverage,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1390,1390,MFG-Tobacco,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1470,1470,"MFG-Fiber, Yarn, And Thread Mills",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1480,1480,"MFG-Fabric Mills, Except Knitting Mills",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1490,1490,MFG-Textile And Fabric Finishing And Fabric Coating Mills,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1570,1570,MFG-Carpet And Rug Mills,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1590,1590,"MFG-Textile Product Mills, Except Carpet And Rug",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1670,1670,"MFG-Knitting Fabric Mills, And Apparel Knitting Mills",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1691,1691,"MFG-Cut And Sew, And Apparel Accessories And Other Apparel",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1770,1770,MFG-Footwear,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1790,1790,"MFG-Leather And Hide Tanning And Finishing, And Other Leather And Allied Product",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1870,1870,"MFG-Pulp, Paper, And Paperboard Mills",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1880,1880,MFG-Paperboard Container,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1890,1890,MFG-Miscellaneous Paper And Pulp Products,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,1990,1990,MFG-Printing And Related Support Activities,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2070,2070,MFG-Petroleum Refining,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2090,2090,MFG-Miscellaneous Petroleum And Coal Products,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2170,2170,"MFG-Resin, Synthetic Rubber, And Fibers And Filaments",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2180,2180,MFG-Agricultural Chemical,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2190,2190,MFG-Pharmaceutical And Medicine,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2270,2270,"MFG-Paint, Coating, And Adhesive",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2280,2280,"MFG-Soap, Cleaning Compound, And Cosmetics",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2290,2290,MFG-Industrial And Miscellaneous Chemicals,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2370,2370,MFG-Plastics Product,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2380,2380,MFG-Tire,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2390,2390,"MFG-Rubber Products, Except Tires",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2470,2470,"MFG-Pottery, Ceramics, And Plumbing Fixture",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2480,2480,MFG-Clay Building Material And Refractories,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2490,2490,MFG-Glass And Glass Product,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2570,2570,"MFG-Cement, Concrete, Lime, And Gypsum Product",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2590,2590,MFG-Miscellaneous Nonmetallic Mineral Product,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2670,2670,MFG-Iron And Steel Mills And Steel Product,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2680,2680,MFG-Aluminum Production And Processing,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2690,2690,MFG-Nonferrous Metal (Except Aluminum) Production And Processing,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2770,2770,MFG-Foundries,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2780,2780,MFG-Metal Forgings And Stampings,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2790,2790,MFG-Cutlery And Hand Tool,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2870,2870,"MFG-Structural Metals, And Boiler, Tank, And Shipping Container",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2880,2880,"MFG-Machine Shops; Turned Product; Screw, Nut, And Bolt",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2890,2890,"MFG-Coating, Engraving, Heat Treating, And Allied Activities",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2970,2970,MFG-Ordnance,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2980,2980,MFG-Miscellaneous Fabricated Metal Products,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,2990,2990,MFG-Not Specified Metal Industries,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3070,3070,MFG-Agricultural Implement,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3080,3080,"MFG-Construction, And Mining And Oil And Gas Field Machinery",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3095,3095,MFG-Commercial And Service Industry Machinery,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3170,3170,MFG-Metalworking Machinery,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3180,3180,"MFG-Engine, Turbine, And Power Transmission Equipment",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3291,3291,"MFG-Machinery, N.E.C. Or Not Specified",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3365,3365,MFG-Computer And Peripheral Equipment,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3370,3370,"MFG-Communications, Audio, And Video Equipment",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3380,3380,"MFG-Navigational, Measuring, Electromedical, And Control Instruments",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3390,3390,"MFG-Electronic Component And Product, N.E.C.",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3470,3470,MFG-Household Appliance,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3490,3490,"MFG-Electric Lighting And Electrical Equipment, And Other Electrical Component, N.E.C.",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3570,3570,MFG-Motor Vehicles And Motor Vehicle Equipment,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3580,3580,MFG-Aircraft And Parts,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3590,3590,MFG-Aerospace Products And Parts,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3670,3670,MFG-Railroad Rolling Stock,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3680,3680,MFG-Ship And Boat Building,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3690,3690,MFG-Other Transportation Equipment,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3770,3770,MFG-Sawmills And Wood Preservation,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3780,3780,"MFG-Veneer, Plywood, And Engineered Wood Products",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3790,3790,MFG-Prefabricated Wood Buildings And Mobile Homes,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3875,3875,MFG-Miscellaneous Wood Products,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3895,3895,MFG-Furniture And Related Product,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3960,3960,MFG-Medical Equipment And Supplies,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3970,3970,"MFG-Sporting And Athletic Goods, And Doll, Toy And Game",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3980,3980,"MFG-Miscellaneous Manufacturing, N.E.C.",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,3990,3990,MFG-Not Specified Manufacturing Industries,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4070,4070,WHL-Motor Vehicle And Motor Vehicle Parts And Supplies Merchant Wholesalers,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4080,4080,WHL-Furniture And Home Furnishing Merchant Wholesalers,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4090,4090,WHL-Lumber And Other Construction Materials Merchant Wholesalers,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4170,4170,WHL-Professional And Commercial Equipment And Supplies Merchant Wholesalers,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4180,4180,"WHL-Metals And Minerals, Except Petroleum, Merchant Wholesalers",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4195,4195,WHL-Household Appliances And Electrical And Electronic Goods Merchant Wholesalers,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4265,4265,"WHL-Hardware, And Plumbing And Heating Equipment, And Supplies Merchant Wholesalers",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4270,4270,"WHL-Machinery, Equipment, And Supplies Merchant Wholesalers",TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4280,4280,WHL-Recyclable Material Merchant Wholesalers,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4290,4290,WHL-Miscellaneous Durable Goods Merchant Wholesalers,TRUE,4,0
acs5,2021,INDP,Industry recode for 2018 and later based on 2017 IND codes,chr,person,4370,4370,WHL-Paper And Paper Products Merchant Wholesalers,TRUE,4,0
